,index,Title,Rank,World_Gross,Domestic_Gross,Domestic_Percentage,Foreign_Gross,Foreign_Percentage,Year,Distributor,Domestic_Opening,Budget,Release_Month,Rating,Runtime,Markets,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Musical,Mystery,Romance,SciFi,Sport,Thriller,War,Western,Paramount Pictures,Sony Pictures Entertainment (SPE),Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.
93,195,Mission: Impossible  Fallout,95,791657398,220159104.0,27.8,571498294,72.2,2018,Paramount Pictures,61236534.0,178000000.0,7.0,PG13,147.0,57.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
94,197,2012,96,791217826,166112167.0,21.0,625105659,79.0,2009,Sony Pictures Entertainment (SPE),65237614.0,200000000.0,11.0,PG13,158.0,74.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
95,199,Indiana Jones and the Kingdom of the Crystal Skull,97,790653942,317101119.0,40.1,473552823,59.9,2008,Paramount Pictures,100137835.0,185000000.0,5.0,PG13,122.0,74.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96,201,SpiderMan 2,98,788976453,373585825.0,47.4,415390628,52.6,2004,Sony Pictures Entertainment (SPE),88156227.0,200000000.0,6.0,PG13,127.0,74.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
97,203,Fast & Furious 6,99,788680968,238679850.0,30.3,550001118,69.7,2013,Universal Pictures,97375245.0,160000000.0,5.0,PG13,130.0,56.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
98,205,Deadpool 2,100,785896609,324591735.0,41.3,461304874,58.7,2018,Twentieth Century Fox,125507153.0,110000000.0,5.0,R,119.0,70.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
99,207,Deadpool,101,782836791,363070709.0,46.4,419766082,53.6,2016,Twentieth Century Fox,132434639.0,58000000.0,2.0,R,108.0,65.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
100,209,Star Wars: Episode IV  A New Hope,102,775398007,460998507.0,59.4,314399500,40.6,1977,Twentieth Century Fox,1554475.0,11000000.0,5.0,PG,121.0,50.45238095238095,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
101,211,No Time to Die,103,774131031,160869031.0,20.8,613262000,79.2,2021,MetroGoldwynMayer (MGM),55225007.0,90344416.66666667,9.0,PG13,163.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
102,213,Guardians of the Galaxy,104,773350147,333718600.0,43.2,439631547,56.8,2014,Walt Disney Studios Motion Pictures,94320883.0,170000000.0,7.0,PG13,121.0,57.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
103,215,The Da Vinci Code,105,760006945,217536138.0,28.6,542470807,71.4,2006,Sony Pictures Entertainment (SPE),77073388.0,125000000.0,5.0,PG13,149.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
104,217,Fast & Furious Presents: Hobbs & Shaw,106,759056935,173956935.0,22.9,585100000,77.1,2019,Universal Pictures,60038950.0,200000000.0,7.0,,137.0,57.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
105,219,Maleficent,107,758411779,241410378.0,31.8,517001401,68.2,2014,Walt Disney Studios Motion Pictures,69431298.0,180000000.0,5.0,PG,97.0,55.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
106,221,The Amazing SpiderMan,108,757930663,262030663.0,34.6,495900000,65.4,2012,Sony Pictures Entertainment (SPE),62004688.0,230000000.0,6.0,PG13,136.0,55.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
107,223,The Hunger Games: Mockingjay  Part 1,109,755356711,337135885.0,44.6,418220826,55.4,2014,Lionsgate,121897634.0,125000000.0,11.0,PG13,123.0,55.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
108,225,Shrek Forever After,110,752600867,238736787.0,31.7,513864080,68.3,2010,DreamWorks,70838207.0,165000000.0,5.0,PG,93.0,55.0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109,227,Madagascar 3: Europe's Most Wanted,111,746921274,216391482.0,29.0,530529792,71.0,2012,DreamWorks,60316738.0,145000000.0,6.0,PG,95.0,55.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,229,Suicide Squad,112,746846894,325100054.0,43.5,421746840,56.5,2016,Warner Bros.,133682248.0,175000000.0,8.0,PG13,123.0,55.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
111,231,XMen: Days of Future Past,113,746045700,233921534.0,31.4,512124166,68.6,2014,Twentieth Century Fox,90823660.0,200000000.0,5.0,PG13,132.0,55.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
112,233,The Chronicles of Narnia: The Lion the Witch and the Wardrobe,114,745013115,291710957.0,39.2,453302158,60.8,2005,Walt Disney Studios Motion Pictures,65556312.0,180000000.0,12.0,PG,143.0,55.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113,235,Monsters University,115,743559645,268492764.0,36.1,475066881,63.9,2013,Walt Disney Studios Motion Pictures,82429469.0,90344416.66666667,6.0,G,104.0,55.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114,237,The Matrix Reloaded,116,741847937,281576461.0,38.0,460271476,62.0,2003,Warner Bros.,91774413.0,150000000.0,5.0,R,138.0,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
115,239,Up,117,735099102,293004164.0,39.9,442094938,60.1,2009,Walt Disney Studios Motion Pictures,68108790.0,175000000.0,5.0,PG,96.0,62.0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116,241,Ne Zha,118,726264074,3695533.0,0.5,722568541,99.5,2019,Well Go USA Entertainment,1015755.0,90344416.66666667,7.0,,110.0,6.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117,243,F9: The Fast Saga,119,726229501,173005945.0,23.8,553223556,76.2,2021,Universal Pictures,70043165.0,90344416.66666667,5.0,PG13,143.0,6.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
118,245,Gravity,120,723192705,274092705.0,37.9,449100000,62.1,2013,Warner Bros.,55785112.0,100000000.0,10.0,PG13,91.0,56.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
119,247,Captain America: The Winter Soldier,121,714421503,259766572.0,36.4,454654931,63.6,2014,Walt Disney Studios Motion Pictures,95023721.0,170000000.0,3.0,PG13,136.0,56.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
120,249,The Twilight Saga: Breaking Dawn  Part 1,122,712205856,281287133.0,39.5,430918723,60.5,2011,Summit Entertainment,138122261.0,110000000.0,11.0,PG13,117.0,56.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
121,251,The Twilight Saga: New Moon,123,711025481,297816253.0,41.9,413209228,58.1,2009,Summit Entertainment,142839137.0,50000000.0,11.0,PG13,130.0,58.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,253,Dawn of the Planet of the Apes,124,710644566,208545589.0,29.4,502098977,70.6,2014,Twentieth Century Fox,72611427.0,170000000.0,7.0,PG13,130.0,58.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
123,255,Transformers,125,709709780,319246193.0,45.0,390463587,55.0,2007,DreamWorks,70502384.0,150000000.0,6.0,PG13,144.0,58.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
124,257,The Amazing SpiderMan 2,126,708982323,202853933.0,28.6,506128390,71.4,2014,Sony Pictures Entertainment (SPE),91608337.0,90344416.66666667,4.0,PG13,142.0,58.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
125,259,It,127,701796444,328828874.0,46.9,372967570,53.1,2017,Warner Bros.,123403419.0,35000000.0,9.0,R,135.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,261,Interstellar,128,701729206,188020017.0,26.8,513709189,73.2,2014,Paramount Pictures,47510360.0,165000000.0,11.0,PG13,169.0,63.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
127,263,The Wandering Earth,129,699992512,5971413.0,0.8,694021099,99.2,2019,CMC Pictures,1685287.0,90344416.66666667,1.0,,125.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
128,265,The Twilight Saga: Eclipse,130,698491347,300531751.0,43.0,397959596,57.0,2010,Summit Entertainment,64832191.0,68000000.0,6.0,PG13,124.0,58.0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
129,267,Mission: Impossible  Ghost Protocol,131,694713380,209397903.0,30.1,485315477,69.9,2011,Paramount Pictures,12785204.0,145000000.0,12.0,PG13,132.0,58.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
130,269,The Hunger Games,132,694394724,408010692.0,58.8,286384032,41.2,2012,Lionsgate,152535747.0,78000000.0,3.0,PG13,142.0,58.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
131,271,Detective Chinatown 3,133,686257563,142139839.41702494,41.696187175043335,686257563,100.0,2021,Warner Bros.,37095965.9287576,90344416.66666667,2.0,R,136.0,50.45238095238095,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
132,273,Mission: Impossible  Rogue Nation,134,682716636,195042377.0,28.6,487674259,71.4,2015,Paramount Pictures,55520089.0,150000000.0,7.0,PG13,131.0,64.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
133,275,Forrest Gump,135,678226133,330455270.0,48.7,347770863,51.3,1994,Paramount Pictures,24450602.0,55000000.0,7.0,PG13,142.0,50.45238095238095,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
134,277,Doctor Strange,136,677796076,232641920.0,34.3,445154156,65.7,2016,Walt Disney Studios Motion Pictures,85058311.0,165000000.0,10.0,PG13,115.0,52.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
135,279,The Sixth Sense,137,672806432,293506292.0,43.6,379300140,56.4,1999,Walt Disney Studios Motion Pictures,26681262.0,40000000.0,8.0,PG13,107.0,50.45238095238095,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
136,281,Man of Steel,138,668045518,291045518.0,43.6,377000000,56.4,2013,Warner Bros.,116619362.0,225000000.0,6.0,PG13,143.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
137,283,Ice Age: The Meltdown,139,667094506,195330621.0,29.3,471763885,70.7,2006,Twentieth Century Fox,68033544.0,80000000.0,3.0,PG,91.0,72.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,285,Kung Fu Panda 2,140,665692281,165249063.0,24.8,500443218,75.2,2011,DreamWorks,47656302.0,150000000.0,5.0,PG,90.0,72.0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,287,The Hunger Games: Mockingjay  Part 2,141,658344137,281723902.0,42.8,376620235,57.2,2015,Lionsgate,102665981.0,160000000.0,11.0,PG13,137.0,72.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
140,289,Justice League,142,657926987,229024295.0,34.8,428902692,65.2,2017,Warner Bros.,93842239.0,90344416.66666667,10.0,PG13,120.0,43.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
141,291,Big Hero 6,143,657869686,222527828.0,33.8,435341858,66.2,2014,Walt Disney Studios Motion Pictures,56215889.0,165000000.0,10.0,PG,102.0,61.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
142,293,Fantastic Beasts: The Crimes of Grindelwald,144,654855901,159555901.0,24.4,495300000,75.6,2018,Warner Bros.,62163104.0,200000000.0,10.0,PG13,134.0,61.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,295,Pirates of the Caribbean: The Curse of the Black Pearl,145,654264015,305413918.0,46.7,348850097,53.3,2003,Walt Disney Studios Motion Pictures,46630690.0,140000000.0,7.0,PG13,143.0,29.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
144,297,Star Wars: Episode II  Attack of the Clones,146,653779970,310676740.0,47.5,343103230,52.5,2002,Twentieth Century Fox,80027814.0,115000000.0,5.0,PG,142.0,63.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
145,299,Thor: The Dark World,147,644783140,206362140.0,32.0,438421000,68.0,2013,Walt Disney Studios Motion Pictures,85737841.0,170000000.0,10.0,PG13,112.0,63.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
146,301,Moana,148,644136488,248757044.0,38.6,395379444,61.4,2016,Walt Disney Studios Motion Pictures,56631401.0,90344416.66666667,11.0,PG,107.0,53.0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
147,303,Sing,149,634208384,270448425.0,42.6,363759959,57.4,2016,Universal Pictures,35258145.0,75000000.0,12.0,PG,108.0,66.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
148,305,Kung Fu Panda,150,631746197,215434591.0,34.1,416311606,65.9,2008,DreamWorks,60239130.0,130000000.0,6.0,PG,92.0,69.0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,307,The Incredibles,151,631607053,261441092.0,41.4,370165961,58.6,2004,Walt Disney Studios Motion Pictures,70467623.0,92000000.0,11.0,,115.0,50.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
150,309,The Martian,152,630162448,228433663.0,36.2,401728785,63.8,2015,Twentieth Century Fox,54308575.0,108000000.0,9.0,PG13,144.0,69.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
151,311,Hancock,153,629443428,227946274.0,36.2,401497154,63.8,2008,Sony Pictures Entertainment (SPE),62603879.0,150000000.0,7.0,PG13,92.0,69.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
152,313,Fast Five,154,626137675,209837675.0,33.5,416300000,66.5,2011,Universal Pictures,86198765.0,125000000.0,4.0,PG13,130.0,61.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
153,315,Men in Black 3,155,624026776,179020854.0,28.7,445005922,71.3,2012,Sony Pictures Entertainment (SPE),54592779.0,225000000.0,5.0,PG13,106.0,61.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
154,317,Iron Man 2,156,623933331,312433331.0,50.1,311500000,49.9,2010,Paramount Pictures,128122480.0,200000000.0,4.0,PG13,124.0,61.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
155,319,Ratatouille,157,623726085,206445654.0,33.1,417280431,66.9,2007,Walt Disney Studios Motion Pictures,47027395.0,150000000.0,6.0,G,111.0,63.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
156,321,AntMan and the Wasp,158,622674139,216648740.0,34.8,406025399,65.2,2018,Walt Disney Studios Motion Pictures,75812205.0,90344416.66666667,7.0,PG13,118.0,63.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
157,323,How to Train Your Dragon 2,159,621537519,177002924.0,28.5,444534595,71.5,2014,Twentieth Century Fox,49451322.0,145000000.0,6.0,PG,102.0,63.0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
158,325,Logan,160,619179950,226277068.0,36.5,392902882,63.5,2017,Twentieth Century Fox,88411916.0,97000000.0,3.0,R,137.0,71.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
159,327,The Lost World: Jurassic Park,161,618638999,229086679.0,37.0,389552320,63.0,1997,Universal Pictures,72132785.0,73000000.0,5.0,PG13,129.0,71.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
160,329,Casino Royale,162,616502912,167445960.0,27.2,449056952,72.8,2006,Sony Pictures Entertainment (SPE),40833156.0,150000000.0,11.0,PG13,144.0,80.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
161,331,The Passion of the Christ,163,612054506,370782930.0,60.6,241271576,39.4,2004,Newmarket Films,83848082.0,30000000.0,2.0,R,127.0,64.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,333,Mamma Mia!,164,611257819,144169664.0,23.6,467088155,76.4,2008,Universal Pictures,27751240.0,52000000.0,6.0,PG13,108.0,68.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
163,335,Life of Pi,165,609016565,124987023.0,20.5,484029542,79.5,2012,Twentieth Century Fox,22451514.0,120000000.0,11.0,PG,127.0,68.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
164,337,Transformers: The Last Knight,166,605425157,130168683.0,21.5,475256474,78.5,2017,Paramount Pictures,44680073.0,217000000.0,6.0,PG13,154.0,68.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
165,339,Madagascar: Escape 2 Africa,167,603900354,180010950.0,29.8,423889404,70.2,2008,DreamWorks,63106589.0,150000000.0,10.0,PG,89.0,68.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,341,War of the Worlds,168,603873119,234280354.0,38.8,369592765,61.2,2005,Paramount Pictures,64878725.0,132000000.0,6.0,PG13,116.0,68.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
167,343,Tangled,169,592462816,200821936.0,33.9,391640880,66.1,2010,Walt Disney Studios Motion Pictures,48767052.0,260000000.0,11.0,PG,100.0,62.0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
168,345,Quantum of Solace,170,589580482,168368427.0,28.6,421212055,71.4,2008,Sony Pictures Entertainment (SPE),67528882.0,200000000.0,10.0,PG13,106.0,82.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
169,347,Men in Black,171,589390539,250690539.0,42.5,338700000,57.5,1997,Sony Pictures Entertainment (SPE),51068455.0,90000000.0,7.0,PG13,98.0,50.45238095238095,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
170,349,The Croods,172,587235983,187168425.0,31.9,400067558,68.1,2013,Twentieth Century Fox,43639736.0,135000000.0,3.0,PG,98.0,56.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
171,351,The Hangover Part II,173,586764305,254464305.0,43.4,332300000,56.6,2011,Warner Bros.,85946294.0,80000000.0,5.0,R,102.0,56.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,353,Iron Man,174,585796247,319034126.0,54.5,266762121,45.5,2008,Paramount Pictures,98618668.0,140000000.0,4.0,PG13,126.0,69.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
173,355,I Am Legend,175,585410052,256393010.0,43.8,329017042,56.2,2007,Warner Bros.,77211321.0,150000000.0,12.0,PG13,101.0,69.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
174,357,Ready Player One,176,582893671,137690172.0,23.6,445203499,76.4,2018,Warner Bros.,41764050.0,175000000.0,3.0,PG13,140.0,42.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
175,359,Monsters Inc.,177,579707738,290642256.0,50.1,289065482,49.9,2001,Walt Disney Studios Motion Pictures,62577067.0,115000000.0,11.0,G,92.0,20.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
176,361,Operation Red Sea,178,579330426,1543547.0,0.3,577786879,99.7,2018,Well Go USA Entertainment,436059.0,90344416.66666667,2.0,,142.0,20.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
177,363,Night at the Museum,179,574481229,250863268.0,43.7,323617961,56.3,2006,Twentieth Century Fox,30433781.0,90344416.66666667,12.0,PG,108.0,72.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
178,365,Fifty Shades of Grey,180,569651467,166167230.0,29.2,403484237,70.8,2015,Universal Pictures,85171450.0,40000000.0,2.0,R,125.0,72.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
179,367,Kong: Skull Island,181,566652812,168052812.0,29.7,398600000,70.3,2017,Warner Bros.,61025472.0,185000000.0,3.0,PG13,118.0,72.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
180,369,The Smurfs,182,563749323,142614158.0,25.3,421135165,74.7,2011,Sony Pictures Entertainment (SPE),35611637.0,110000000.0,7.0,PG,103.0,72.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
181,371,Cars 2,183,559852396,191452396.0,34.2,368400000,65.8,2011,Walt Disney Studios Motion Pictures,66135507.0,200000000.0,6.0,G,106.0,74.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
182,373,King Kong,184,556906378,218080025.0,39.2,338826353,60.8,2005,Universal Pictures,50130145.0,207000000.0,12.0,PG13,187.0,74.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
183,375,Puss in Boots,185,554987477,149260504.0,26.9,405726973,73.1,2011,DreamWorks,34077439.0,130000000.0,10.0,PG,90.0,74.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,377,The Mermaid,186,553810228,3232685.0,0.6,550577543,99.4,2016,Sony Pictures Entertainment (SPE),985052.0,90344416.66666667,2.0,R,94.0,74.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
185,379,Armageddon,187,553709788,201578182.0,36.4,352131606,63.6,1998,Walt Disney Studios Motion Pictures,36089972.0,140000000.0,7.0,PG13,151.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
186,381,The Day After Tomorrow,188,552639571,186740799.0,33.8,365898772,66.2,2004,Twentieth Century Fox,68743584.0,125000000.0,5.0,PG13,124.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
187,383,Ted,189,549368315,218815487.0,39.8,330552828,60.2,2012,Universal Pictures,54415205.0,50000000.0,6.0,R,106.0,50.45238095238095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
188,385,American Sniper,190,547426372,350126372.0,64.0,197300000,36.0,2014,Warner Bros.,633456.0,58800000.0,12.0,R,133.0,50.45238095238095,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
189,387,Mission: Impossible II,191,546388108,215409889.0,39.4,330978219,60.6,2000,Paramount Pictures,57845297.0,125000000.0,5.0,PG13,123.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
190,389,Detective Chinatown 2,192,544185156,1983984.0,0.4,542201172,99.6,2018,Warner Bros.,704047.0,90344416.66666667,2.0,R,121.0,50.45238095238095,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
191,391,XMen: Apocalypse,193,543934105,155442489.0,28.6,388491616,71.4,2016,Twentieth Century Fox,65769562.0,178000000.0,5.0,PG13,144.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
192,393,Sherlock Holmes: A Game of Shadows,194,543848418,186848418.0,34.4,357000000,65.6,2011,Warner Bros.,39637079.0,90344416.66666667,12.0,PG13,129.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
193,395,Despicable Me,195,543113985,251513985.0,46.3,291600000,53.7,2010,Universal Pictures,56397125.0,69000000.0,7.0,PG,95.0,61.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
194,397,Cinderella,196,542358331,201151353.0,37.1,341206978,62.9,2015,Walt Disney Studios Motion Pictures,67877361.0,95000000.0,3.0,PG,105.0,66.0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
195,399,Madagascar,197,542063846,193595521.0,35.7,348468325,64.3,2005,DreamWorks Distribution,47224594.0,90344416.66666667,5.0,PG,86.0,66.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,401,World War Z,198,540455876,202807711.0,37.5,337648165,62.5,2013,Paramount Pictures,66411834.0,190000000.0,6.0,PG13,116.0,54.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
197,403,Brave,199,538983207,237283207.0,44.0,301700000,56.0,2012,Walt Disney Studios Motion Pictures,66323594.0,185000000.0,6.0,PG,93.0,54.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
