,URL,Rank,Title,World_Gross,Domestic_Gross,Domestic_Percentage,Foreign_Gross,Foreign_Percentage,Year,Distributor,Domestic_Opening,Budget,Release_Month,Rating,Runtime,Genres,Markets
442,/title/tt1291150/?ref_=bo_cso_table_32,232,Teenage Mutant Ninja Turtles,485004754,191204754.0,39.4,293800000,60.6,2014-01-01,New Line Cinema,25398367.0,13500000.0,1900-03-01,,1 hr 33 min,"Action
    
        Adventure
    
        Comedy
    
        Family
    
        SciFi",
443,/title/tt0315327/?ref_=bo_cso_table_33,233,Bruce Almighty,484592874,242829261.0,50.1,241763613,49.9,2003-01-01,Universal Pictures,67953330.0,81000000.0,1900-05-01,PG13,1 hr 41 min,"Comedy
    
        Fantasy",46.0
444,/title/tt1436562/?ref_=bo_cso_table_34,234,Rio,483866518,143619809.0,29.7,340246709,70.3,2011-01-01,Twentieth Century Fox,39225962.0,90000000.0,1900-04-01,PG,1 hr 36 min,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Music
    
        Musical",46.0
445,/title/tt0120815/?ref_=bo_cso_table_35,235,Saving Private Ryan,482349603,217049603.0,45.0,265300000,55.0,1998-01-01,DreamWorks Distribution,30576104.0,70000000.0,1900-07-01,R,2 hr 49 min,"Drama
    
        War",
446,/title/tt1318514/?ref_=bo_cso_table_36,236,Rise of the Planet of the Apes,481800873,176760185.0,36.7,305040688,63.3,2011-01-01,Twentieth Century Fox,54806191.0,93000000.0,1900-08-01,PG13,1 hr 45 min,"Action
    
        Drama
    
        SciFi
    
        Thriller",
447,/title/tt0099785/?ref_=bo_cso_table_37,237,Home Alone,476684675,285761243.0,60.0,190923432,40.0,1990-01-01,Twentieth Century Fox,17081997.0,18000000.0,1900-11-01,,1 hr 43 min,"Comedy
    
        Family",
448,/title/tt2510894/?ref_=bo_cso_table_38,238,Hotel Transylvania 2,475186706,169700110.0,35.7,305486596,64.3,2015-01-01,Sony Pictures Entertainment (SPE),48464322.0,80000000.0,1900-09-01,PG,1 hr 29 min,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Horror",70.0
449,/title/tt0086190/?ref_=bo_cso_table_39,239,Star Wars: Episode VI  Return of the Jedi,475106177,309306177.0,65.1,165800000,34.9,1983-01-01,Twentieth Century Fox,23019618.0,32500000.0,1900-05-01,PG,2 hr 11 min,"Action
    
        Adventure
    
        Fantasy
    
        SciFi",
450,/title/tt0367594/?ref_=bo_cso_table_40,240,Charlie and the Chocolate Factory,474968763,206459076.0,43.5,268509687,56.5,2005-01-01,Warner Bros.,56178450.0,150000000.0,1900-07-01,PG,1 hr 55 min,"Adventure
    
        Comedy
    
        Family
    
        Fantasy
    
        Musical",
451,/title/tt0097576/?ref_=bo_cso_table_41,241,Indiana Jones and the Last Crusade,474171806,197171806.0,41.6,277000000,58.4,1989-01-01,Paramount Pictures,29355021.0,48000000.0,1900-05-01,PG13,2 hr 7 min,"Action
    
        Adventure",
452,/title/tt2126355/?ref_=bo_cso_table_42,242,San Andreas,474009154,155190832.0,32.7,318818322,67.3,2015-01-01,Warner Bros.,54588173.0,110000000.0,1900-05-01,PG13,1 hr 54 min,"Action
    
        Adventure
    
        Thriller",63.0
